ReservationId,CustomerId,FirstName,LastName,RoomType,NumOfPeople,NumOfBeds,ViewType,PricePerDay,TenantId,TenantBizId,TenantId_TenantBizId,BizName,BizLocationId, BizBldNumber,BizStreetName,BizCity,BizState,BizZipCode,StartDate,EndDate,BookedDate,TotalCost
529286753,50,Luz,Stiedemann,PremiumQueenRoom,2,2,PoolView,105.0,120,101,120_101,CasinoHotels,1201,711,W Resort World,Los Vegas,NV,89109,18/10/2022,19/10/2022,20/10/2022,105.0
321180062,48,Thomas,Cassin,StandardRoom,1,1,CityView,75.0,100,105,100_105,GoodFellasHotel,1005,5300,W Century Blvd,Los Angeles,CA,90045,08/10/2022,10/10/2022,12/10/2022,150.0
326579326,25,Duncan,Hudson,PremiumQueenRoom,2,2,PoolView,105.0,100,102,100_102,GoodFellasHotel,1002,881,43rd Street,New York,NY,10036,21/09/2022,26/09/2022,01/10/2022,525.0
447259213,27,Leila,Labadie,StandardRoom,1,1,CityView,75.0,120,102,120_102,CasinoHotels,1202,5017,East Second Street,Reno,NV,89521,17/10/2022,18/10/2022,19/10/2022,75.0
928984602,37,Sandy,Skiles,DeluxeKingRoom,2,1,CityView,95.0,100,104,100_104,GoodFellasHotel,1004,9901,Universal Blvd,Orlando,FL,32819,06/10/2022,09/10/2022,12/10/2022,285.0
2317742,16,Merrie,Klocko,LuxorySuite,4,1,CityView,150.0,100,104,100_104,GoodFellasHotel,1004,9901,Universal Blvd,Orlando,FL,32819,09/10/2022,11/10/2022,13/10/2022,300.0
213820706,35,Heath,Greenfelder,LuxorySuite,4,1,CityView,150.0,110,103,110_103,HikingHotels,1103,814,E Mall Drive,Rapid City,SD,57701,04/10/2022,09/10/2022,14/10/2022,750.0
886135587,26,Soledad,Zieme,StandardRoom,1,1,CityView,75.0,100,105,100_105,GoodFellasHotel,1005,5300,W Century Blvd,Los Angeles,CA,90045,13/10/2022,14/10/2022,15/10/2022,75.0
787424169,33,Katy,Tromp,DeluxeKingRoom,2,1,CityView,95.0,120,102,120_102,CasinoHotels,1202,5017,East Second Street,Reno,NV,89521,24/09/2022,29/09/2022,04/10/2022,475.0
138195853,3,Reid,McKenzie,PremiumQueenRoom,2,2,PoolView,105.0,100,104,100_104,GoodFellasHotel,1004,9901,Universal Blvd,Orlando,FL,32819,02/10/2022,05/10/2022,08/10/2022,315.0
312750728,33,Katy,Tromp,FamilySuite,6,3,PoolView,205.0,130,101,130_101,FamilyFunHotel,1301,671,Hotel Plaza Blvd,Lake Buena,FL,32830,01/10/2022,04/10/2022,07/10/2022,615.0
537476758,10,Lorine,Gislason,PremiumKingRoom,2,1,MountainView,120.0,130,101,130_101,FamilyFunHotel,1301,671,Hotel Plaza Blvd,Lake Buena,FL,32830,21/09/2022,24/09/2022,27/09/2022,360.0
49695143,17,Hunter,Stehr,FamilySuite,6,3,PoolView,205.0,100,105,100_105,GoodFellasHotel,1005,5300,W Century Blvd,Los Angeles,CA,90045,03/10/2022,09/10/2022,15/10/2022,1230.0
915694575,15,Evita,Baumbach,LuxorySuite,4,1,CityView,150.0,110,102,110_102,HikingHotels,1102,156,149 State Highway,Grand Canyon,CA,86023,04/10/2022,08/10/2022,12/10/2022,600.0
311626702,36,Gwyn,Flatley,AccessibleQueenRoom,1,1,MountainView,85.0,110,102,110_102,HikingHotels,1102,156,149 State Highway,Grand Canyon,CA,86023,04/10/2022,09/10/2022,14/10/2022,425.0
35149775,18,Mandi,Schinner,DeluxeKingRoom,2,1,CityView,95.0,100,104,100_104,GoodFellasHotel,1004,9901,Universal Blvd,Orlando,FL,32819,25/09/2022,27/09/2022,29/09/2022,190.0
981635371,48,Thomas,Cassin,AccessibleQueenRoom,1,1,MountainView,85.0,120,101,120_101,CasinoHotels,1201,711,W Resort World,Los Vegas,NV,89109,04/10/2022,05/10/2022,06/10/2022,85.0
805944771,14,Daryl,Legros,LuxorySuite,4,1,CityView,150.0,120,102,120_102,CasinoHotels,1202,5017,East Second Street,Reno,NV,89521,28/09/2022,30/09/2022,02/10/2022,300.0
702837554,47,Leslie,Rippin,DeluxeKingRoom,2,1,CityView,95.0,120,102,120_102,CasinoHotels,1202,5017,East Second Street,Reno,NV,89521,20/10/2022,23/10/2022,26/10/2022,285.0
334403632,44,Micha,Marks,PremiumQueenRoom,2,2,PoolView,105.0,110,101,110_101,HikingHotels,1101,5711,South Colorado Blvd,Denver,CO,80246,17/10/2022,19/10/2022,21/10/2022,210.0
824400321,14,Daryl,Legros,FamilySuite,6,3,PoolView,205.0,100,103,100_103,GoodFellasHotel,1003,204,Powell Street,San Francisco,CA,94102,16/10/2022,22/10/2022,28/10/2022,1230.0
393945064,21,Gertude,Gerlach,FamilySuite,6,3,PoolView,205.0,110,102,110_102,HikingHotels,1102,156,149 State Highway,Grand Canyon,CA,86023,29/09/2022,30/09/2022,01/10/2022,205.0
320610284,45,Elmer,Parisian,PremiumQueenRoom,2,2,PoolView,105.0,110,101,110_101,HikingHotels,1101,5711,South Colorado Blvd,Denver,CO,80246,16/10/2022,22/10/2022,28/10/2022,630.0
149746556,41,Usha,Terry,PremiumQueenRoom,2,2,PoolView,105.0,110,101,110_101,HikingHotels,1101,5711,South Colorado Blvd,Denver,CO,80246,30/09/2022,06/10/2022,12/10/2022,630.0
406818318,41,Usha,Terry,FamilySuite,6,3,PoolView,205.0,100,105,100_105,GoodFellasHotel,1005,5300,W Century Blvd,Los Angeles,CA,90045,03/10/2022,04/10/2022,05/10/2022,205.0
222216291,29,Kitty,Block,StandardRoom,1,1,CityView,75.0,110,103,110_103,HikingHotels,1103,814,E Mall Drive,Rapid City,SD,57701,22/09/2022,23/09/2022,24/09/2022,75.0
884094273,10,Lorine,Gislason,DeluxeQueenRoom,2,2,PoolView,80.0,100,101,100_101,GoodFellasHotel,1001,334,BestFriend Rd,Atlanta,GA,30337,02/10/2022,04/10/2022,06/10/2022,160.0
538836596,45,Elmer,Parisian,LuxorySuite,4,1,CityView,150.0,100,102,100_102,GoodFellasHotel,1002,881,43rd Street,New York,NY,10036,05/10/2022,07/10/2022,09/10/2022,300.0
802525747,40,Le,Hermann,AccessibleQueenRoom,1,1,MountainView,85.0,100,103,100_103,GoodFellasHotel,1003,204,Powell Street,San Francisco,CA,94102,26/09/2022,30/09/2022,04/10/2022,340.0
143535393,14,Daryl,Legros,DeluxeQueenRoom,2,2,PoolView,80.0,130,101,130_101,FamilyFunHotel,1301,671,Hotel Plaza Blvd,Lake Buena,FL,32830,21/09/2022,22/09/2022,23/09/2022,80.0
541994388,11,Jeromy,Adams,PremiumKingRoom,2,1,MountainView,120.0,130,101,130_101,FamilyFunHotel,1301,671,Hotel Plaza Blvd,Lake Buena,FL,32830,26/09/2022,30/09/2022,04/10/2022,480.0
329533994,18,Mandi,Schinner,PremiumKingRoom,2,1,MountainView,120.0,130,101,130_101,FamilyFunHotel,1301,671,Hotel Plaza Blvd,Lake Buena,FL,32830,24/09/2022,27/09/2022,30/09/2022,360.0
539750040,26,Soledad,Zieme,AccessibleQueenRoom,1,1,MountainView,85.0,100,101,100_101,GoodFellasHotel,1001,334,BestFriend Rd,Atlanta,GA,30337,17/10/2022,22/10/2022,27/10/2022,425.0
476326640,39,Kymberly,MacGyver,StandardRoom,1,1,CityView,75.0,100,103,100_103,GoodFellasHotel,1003,204,Powell Street,San Francisco,CA,94102,02/10/2022,05/10/2022,08/10/2022,225.0
422893199,43,Tyson,Macejkovic,DeluxeKingRoom,2,1,CityView,95.0,130,101,130_101,FamilyFunHotel,1301,671,Hotel Plaza Blvd,Lake Buena,FL,32830,07/10/2022,08/10/2022,09/10/2022,95.0
105704473,49,Nakesha,Langosh,DeluxeQueenRoom,2,2,PoolView,80.0,120,102,120_102,CasinoHotels,1202,5017,East Second Street,Reno,NV,89521,26/09/2022,29/09/2022,02/10/2022,240.0
658703401,46,Jeffrey,Waelchi,PremiumKingRoom,2,1,MountainView,120.0,100,104,100_104,GoodFellasHotel,1004,9901,Universal Blvd,Orlando,FL,32819,05/10/2022,11/10/2022,17/10/2022,720.0
236262019,29,Kitty,Block,PremiumQueenRoom,2,2,PoolView,105.0,110,102,110_102,HikingHotels,1102,156,149 State Highway,Grand Canyon,CA,86023,29/09/2022,04/10/2022,09/10/2022,525.0
464711609,43,Tyson,Macejkovic,LuxorySuite,4,1,CityView,150.0,120,101,120_101,CasinoHotels,1201,711,W Resort World,Los Vegas,NV,89109,21/09/2022,25/09/2022,29/09/2022,600.0
401700734,13,Emile,Kemmer,DeluxeKingRoom,2,1,CityView,95.0,110,102,110_102,HikingHotels,1102,156,149 State Highway,Grand Canyon,CA,86023,06/10/2022,08/10/2022,10/10/2022,190.0
851210113,36,Gwyn,Flatley,PremiumQueenRoom,2,2,PoolView,105.0,110,103,110_103,HikingHotels,1103,814,E Mall Drive,Rapid City,SD,57701,29/09/2022,05/10/2022,11/10/2022,630.0
62633011,29,Kitty,Block,AccessibleQueenRoom,1,1,MountainView,85.0,110,103,110_103,HikingHotels,1103,814,E Mall Drive,Rapid City,SD,57701,02/10/2022,08/10/2022,14/10/2022,510.0
832427420,22,Doyle,Stiedemann,FamilySuite,6,3,PoolView,205.0,110,102,110_102,HikingHotels,1102,156,149 State Highway,Grand Canyon,CA,86023,14/10/2022,18/10/2022,22/10/2022,820.0
546669038,18,Mandi,Schinner,LuxorySuite,4,1,CityView,150.0,130,102,130_102,FamilyFunHotel,1302,588,W Convention Way,Anaheim,CA,92802,30/09/2022,05/10/2022,10/10/2022,750.0
176901944,40,Le,Hermann,FamilySuite,6,3,PoolView,205.0,120,101,120_101,CasinoHotels,1201,711,W Resort World,Los Vegas,NV,89109,19/10/2022,21/10/2022,23/10/2022,410.0
651246460,29,Kitty,Block,PremiumQueenRoom,2,2,PoolView,105.0,120,102,120_102,CasinoHotels,1202,5017,East Second Street,Reno,NV,89521,07/10/2022,12/10/2022,17/10/2022,525.0
337812817,18,Mandi,Schinner,AccessibleQueenRoom,1,1,MountainView,85.0,100,101,100_101,GoodFellasHotel,1001,334,BestFriend Rd,Atlanta,GA,30337,10/10/2022,16/10/2022,22/10/2022,510.0
276837209,27,Leila,Labadie,LuxorySuite,4,1,CityView,150.0,130,102,130_102,FamilyFunHotel,1302,588,W Convention Way,Anaheim,CA,92802,15/10/2022,19/10/2022,23/10/2022,600.0
368387647,31,Malcom,Cummerata,FamilySuite,6,3,PoolView,205.0,100,103,100_103,GoodFellasHotel,1003,204,Powell Street,San Francisco,CA,94102,28/09/2022,01/10/2022,04/10/2022,615.0
87197687,25,Duncan,Hudson,PremiumKingRoom,2,1,MountainView,120.0,130,101,130_101,FamilyFunHotel,1301,671,Hotel Plaza Blvd,Lake Buena,FL,32830,09/10/2022,13/10/2022,17/10/2022,480.0
399096549,31,Malcom,Cummerata,DeluxeQueenRoom,2,2,PoolView,80.0,100,102,100_102,GoodFellasHotel,1002,881,43rd Street,New York,NY,10036,27/09/2022,02/10/2022,07/10/2022,400.0
221845702,16,Merrie,Klocko,StandardRoom,1,1,CityView,75.0,100,103,100_103,GoodFellasHotel,1003,204,Powell Street,San Francisco,CA,94102,14/10/2022,20/10/2022,26/10/2022,450.0
96036097,32,Alvina,Tromp,FamilySuite,6,3,PoolView,205.0,120,102,120_102,CasinoHotels,1202,5017,East Second Street,Reno,NV,89521,09/10/2022,12/10/2022,15/10/2022,615.0
639672443,16,Merrie,Klocko,DeluxeKingRoom,2,1,CityView,95.0,110,101,110_101,HikingHotels,1101,5711,South Colorado Blvd,Denver,CO,80246,16/10/2022,17/10/2022,18/10/2022,95.0
513446821,18,Mandi,Schinner,DeluxeKingRoom,2,1,CityView,95.0,100,104,100_104,GoodFellasHotel,1004,9901,Universal Blvd,Orlando,FL,32819,29/09/2022,04/10/2022,09/10/2022,475.0
440965746,44,Micha,Marks,AccessibleQueenRoom,1,1,MountainView,85.0,120,101,120_101,CasinoHotels,1201,711,W Resort World,Los Vegas,NV,89109,22/09/2022,26/09/2022,30/09/2022,340.0
589356947,34,Librada,Brown,DeluxeKingRoom,2,1,CityView,95.0,100,104,100_104,GoodFellasHotel,1004,9901,Universal Blvd,Orlando,FL,32819,18/10/2022,22/10/2022,26/10/2022,380.0
313447695,28,Meggan,Block,DeluxeKingRoom,2,1,CityView,95.0,130,101,130_101,FamilyFunHotel,1301,671,Hotel Plaza Blvd,Lake Buena,FL,32830,23/09/2022,25/09/2022,27/09/2022,190.0
845743317,35,Heath,Greenfelder,DeluxeKingRoom,2,1,CityView,95.0,110,101,110_101,HikingHotels,1101,5711,South Colorado Blvd,Denver,CO,80246,30/09/2022,06/10/2022,12/10/2022,570.0
405449226,35,Heath,Greenfelder,PremiumQueenRoom,2,2,PoolView,105.0,130,101,130_101,FamilyFunHotel,1301,671,Hotel Plaza Blvd,Lake Buena,FL,32830,27/09/2022,28/09/2022,29/09/2022,105.0
10093951,40,Le,Hermann,StandardRoom,1,1,CityView,75.0,120,102,120_102,CasinoHotels,1202,5017,East Second Street,Reno,NV,89521,07/10/2022,11/10/2022,15/10/2022,300.0
699425779,12,Steven,Thiel,PremiumKingRoom,2,1,MountainView,120.0,110,101,110_101,HikingHotels,1101,5711,South Colorado Blvd,Denver,CO,80246,02/10/2022,06/10/2022,10/10/2022,480.0
175754530,45,Elmer,Parisian,LuxorySuite,4,1,CityView,150.0,100,104,100_104,GoodFellasHotel,1004,9901,Universal Blvd,Orlando,FL,32819,10/10/2022,15/10/2022,20/10/2022,750.0
347870980,30,Shizuko,Jast,DeluxeKingRoom,2,1,CityView,95.0,110,101,110_101,HikingHotels,1101,5711,South Colorado Blvd,Denver,CO,80246,08/10/2022,09/10/2022,10/10/2022,95.0
856882499,28,Meggan,Block,LuxorySuite,4,1,CityView,150.0,110,103,110_103,HikingHotels,1103,814,E Mall Drive,Rapid City,SD,57701,30/09/2022,03/10/2022,06/10/2022,450.0
580272586,41,Usha,Terry,PremiumKingRoom,2,1,MountainView,120.0,110,101,110_101,HikingHotels,1101,5711,South Colorado Blvd,Denver,CO,80246,07/10/2022,10/10/2022,13/10/2022,360.0
146592402,26,Soledad,Zieme,DeluxeQueenRoom,2,2,PoolView,80.0,100,104,100_104,GoodFellasHotel,1004,9901,Universal Blvd,Orlando,FL,32819,22/09/2022,28/09/2022,04/10/2022,480.0
900465943,7,Cary,Fadel,LuxorySuite,4,1,CityView,150.0,100,102,100_102,GoodFellasHotel,1002,881,43rd Street,New York,NY,10036,11/10/2022,13/10/2022,15/10/2022,300.0
658403670,22,Doyle,Stiedemann,DeluxeQueenRoom,2,2,PoolView,80.0,130,102,130_102,FamilyFunHotel,1302,588,W Convention Way,Anaheim,CA,92802,05/10/2022,11/10/2022,17/10/2022,480.0
524797153,8,Creola,Connelly,AccessibleQueenRoom,1,1,MountainView,85.0,130,102,130_102,FamilyFunHotel,1302,588,W Convention Way,Anaheim,CA,92802,30/09/2022,01/10/2022,02/10/2022,85.0
956762930,31,Malcom,Cummerata,StandardRoom,1,1,CityView,75.0,110,101,110_101,HikingHotels,1101,5711,South Colorado Blvd,Denver,CO,80246,04/10/2022,06/10/2022,08/10/2022,150.0
173079769,39,Kymberly,MacGyver,AccessibleQueenRoom,1,1,MountainView,85.0,120,102,120_102,CasinoHotels,1202,5017,East Second Street,Reno,NV,89521,27/09/2022,28/09/2022,29/09/2022,85.0
568123107,3,Reid,McKenzie,DeluxeKingRoom,2,1,CityView,95.0,100,102,100_102,GoodFellasHotel,1002,881,43rd Street,New York,NY,10036,20/09/2022,25/09/2022,30/09/2022,475.0
44084123,30,Shizuko,Jast,AccessibleQueenRoom,1,1,MountainView,85.0,120,102,120_102,CasinoHotels,1202,5017,East Second Street,Reno,NV,89521,25/09/2022,28/09/2022,01/10/2022,255.0
610778710,34,Librada,Brown,DeluxeKingRoom,2,1,CityView,95.0,130,101,130_101,FamilyFunHotel,1301,671,Hotel Plaza Blvd,Lake Buena,FL,32830,28/09/2022,29/09/2022,30/09/2022,95.0
670782071,15,Evita,Baumbach,PremiumQueenRoom,2,2,PoolView,105.0,100,105,100_105,GoodFellasHotel,1005,5300,W Century Blvd,Los Angeles,CA,90045,19/10/2022,20/10/2022,21/10/2022,105.0
527221779,28,Meggan,Block,StandardRoom,1,1,CityView,75.0,130,102,130_102,FamilyFunHotel,1302,588,W Convention Way,Anaheim,CA,92802,25/09/2022,27/09/2022,29/09/2022,150.0
799329277,32,Alvina,Tromp,AccessibleQueenRoom,1,1,MountainView,85.0,100,104,100_104,GoodFellasHotel,1004,9901,Universal Blvd,Orlando,FL,32819,28/09/2022,03/10/2022,08/10/2022,425.0
846991991,34,Librada,Brown,PremiumKingRoom,2,1,MountainView,120.0,110,102,110_102,HikingHotels,1102,156,149 State Highway,Grand Canyon,CA,86023,19/10/2022,25/10/2022,31/10/2022,720.0
212424335,13,Emile,Kemmer,DeluxeKingRoom,2,1,CityView,95.0,130,102,130_102,FamilyFunHotel,1302,588,W Convention Way,Anaheim,CA,92802,27/09/2022,30/09/2022,03/10/2022,285.0
186515978,21,Gertude,Gerlach,DeluxeKingRoom,2,1,CityView,95.0,100,101,100_101,GoodFellasHotel,1001,334,BestFriend Rd,Atlanta,GA,30337,15/10/2022,18/10/2022,21/10/2022,285.0
563115094,41,Usha,Terry,AccessibleQueenRoom,1,1,MountainView,85.0,100,105,100_105,GoodFellasHotel,1005,5300,W Century Blvd,Los Angeles,CA,90045,18/10/2022,22/10/2022,26/10/2022,340.0
646694329,43,Tyson,Macejkovic,StandardRoom,1,1,CityView,75.0,100,102,100_102,GoodFellasHotel,1002,881,43rd Street,New York,NY,10036,08/10/2022,09/10/2022,10/10/2022,75.0
902432798,22,Doyle,Stiedemann,PremiumKingRoom,2,1,MountainView,120.0,110,102,110_102,HikingHotels,1102,156,149 State Highway,Grand Canyon,CA,86023,28/09/2022,30/09/2022,02/10/2022,240.0
344672109,13,Emile,Kemmer,PremiumKingRoom,2,1,MountainView,120.0,130,101,130_101,FamilyFunHotel,1301,671,Hotel Plaza Blvd,Lake Buena,FL,32830,01/10/2022,06/10/2022,11/10/2022,600.0
368060674,26,Soledad,Zieme,PremiumQueenRoom,2,2,PoolView,105.0,120,101,120_101,CasinoHotels,1201,711,W Resort World,Los Vegas,NV,89109,29/09/2022,30/09/2022,01/10/2022,105.0
444405134,6,Miyoko,Skiles,PremiumKingRoom,2,1,MountainView,120.0,110,101,110_101,HikingHotels,1101,5711,South Colorado Blvd,Denver,CO,80246,01/10/2022,05/10/2022,09/10/2022,480.0
145960903,37,Sandy,Skiles,DeluxeKingRoom,2,1,CityView,95.0,100,104,100_104,GoodFellasHotel,1004,9901,Universal Blvd,Orlando,FL,32819,30/09/2022,01/10/2022,02/10/2022,95.0
174684230,1,Veronica,Casper,DeluxeKingRoom,2,1,CityView,95.0,130,101,130_101,FamilyFunHotel,1301,671,Hotel Plaza Blvd,Lake Buena,FL,32830,09/10/2022,10/10/2022,11/10/2022,95.0
669818636,3,Reid,McKenzie,DeluxeQueenRoom,2,2,PoolView,80.0,100,101,100_101,GoodFellasHotel,1001,334,BestFriend Rd,Atlanta,GA,30337,17/10/2022,19/10/2022,21/10/2022,160.0
583019133,24,Sina,Braun,LuxorySuite,4,1,CityView,150.0,110,101,110_101,HikingHotels,1101,5711,South Colorado Blvd,Denver,CO,80246,03/10/2022,09/10/2022,15/10/2022,900.0
714834177,15,Evita,Baumbach,AccessibleQueenRoom,1,1,MountainView,85.0,130,101,130_101,FamilyFunHotel,1301,671,Hotel Plaza Blvd,Lake Buena,FL,32830,30/09/2022,04/10/2022,08/10/2022,340.0
422479577,7,Cary,Fadel,StandardRoom,1,1,CityView,75.0,120,101,120_101,CasinoHotels,1201,711,W Resort World,Los Vegas,NV,89109,18/10/2022,20/10/2022,22/10/2022,150.0
681050132,27,Leila,Labadie,AccessibleQueenRoom,1,1,MountainView,85.0,110,102,110_102,HikingHotels,1102,156,149 State Highway,Grand Canyon,CA,86023,30/09/2022,06/10/2022,12/10/2022,510.0
654414244,13,Emile,Kemmer,DeluxeQueenRoom,2,2,PoolView,80.0,110,103,110_103,HikingHotels,1103,814,E Mall Drive,Rapid City,SD,57701,29/09/2022,05/10/2022,11/10/2022,480.0
750478146,37,Sandy,Skiles,DeluxeQueenRoom,2,2,PoolView,80.0,110,103,110_103,HikingHotels,1103,814,E Mall Drive,Rapid City,SD,57701,17/10/2022,23/10/2022,29/10/2022,480.0
597409465,12,Steven,Thiel,FamilySuite,6,3,PoolView,205.0,110,103,110_103,HikingHotels,1103,814,E Mall Drive,Rapid City,SD,57701,21/09/2022,24/09/2022,27/09/2022,615.0
706208107,3,Reid,McKenzie,DeluxeQueenRoom,2,2,PoolView,80.0,120,101,120_101,CasinoHotels,1201,711,W Resort World,Los Vegas,NV,89109,16/10/2022,19/10/2022,22/10/2022,240.0
91663973,47,Leslie,Rippin,StandardRoom,1,1,CityView,75.0,130,102,130_102,FamilyFunHotel,1302,588,W Convention Way,Anaheim,CA,92802,15/10/2022,18/10/2022,21/10/2022,225.0
12774744,3,Reid,McKenzie,DeluxeQueenRoom,2,2,PoolView,80.0,100,101,100_101,GoodFellasHotel,1001,334,BestFriend Rd,Atlanta,GA,30337,21/09/2022,24/09/2022,27/09/2022,240.0
948929207,40,Le,Hermann,LuxorySuite,4,1,CityView,150.0,100,104,100_104,GoodFellasHotel,1004,9901,Universal Blvd,Orlando,FL,32819,28/09/2022,02/10/2022,06/10/2022,600.0
526372940,24,Sina,Braun,PremiumKingRoom,2,1,MountainView,120.0,100,103,100_103,GoodFellasHotel,1003,204,Powell Street,San Francisco,CA,94102,25/09/2022,28/09/2022,01/10/2022,360.0
900600539,6,Miyoko,Skiles,PremiumKingRoom,2,1,MountainView,120.0,100,105,100_105,GoodFellasHotel,1005,5300,W Century Blvd,Los Angeles,CA,90045,13/10/2022,17/10/2022,21/10/2022,480.0
573097416,42,Kazuko,Wolff,AccessibleQueenRoom,1,1,MountainView,85.0,100,102,100_102,GoodFellasHotel,1002,881,43rd Street,New York,NY,10036,13/10/2022,16/10/2022,19/10/2022,255.0
34525380,36,Gwyn,Flatley,DeluxeQueenRoom,2,2,PoolView,80.0,110,103,110_103,HikingHotels,1103,814,E Mall Drive,Rapid City,SD,57701,09/10/2022,12/10/2022,15/10/2022,240.0
569684029,25,Duncan,Hudson,LuxorySuite,4,1,CityView,150.0,110,101,110_101,HikingHotels,1101,5711,South Colorado Blvd,Denver,CO,80246,24/09/2022,30/09/2022,06/10/2022,900.0
588660623,11,Jeromy,Adams,FamilySuite,6,3,PoolView,205.0,130,101,130_101,FamilyFunHotel,1301,671,Hotel Plaza Blvd,Lake Buena,FL,32830,19/10/2022,20/10/2022,21/10/2022,205.0
352397847,3,Reid,McKenzie,DeluxeQueenRoom,2,2,PoolView,80.0,100,103,100_103,GoodFellasHotel,1003,204,Powell Street,San Francisco,CA,94102,08/10/2022,13/10/2022,18/10/2022,400.0
422295730,19,Mohammad,Shields,DeluxeQueenRoom,2,2,PoolView,80.0,110,101,110_101,HikingHotels,1101,5711,South Colorado Blvd,Denver,CO,80246,27/09/2022,29/09/2022,01/10/2022,160.0
464654304,15,Evita,Baumbach,AccessibleQueenRoom,1,1,MountainView,85.0,120,102,120_102,CasinoHotels,1202,5017,East Second Street,Reno,NV,89521,19/10/2022,24/10/2022,29/10/2022,425.0
373239852,35,Heath,Greenfelder,DeluxeKingRoom,2,1,CityView,95.0,100,102,100_102,GoodFellasHotel,1002,881,43rd Street,New York,NY,10036,24/09/2022,26/09/2022,28/09/2022,190.0
208724147,4,Donny,Feil,PremiumKingRoom,2,1,MountainView,120.0,120,101,120_101,CasinoHotels,1201,711,W Resort World,Los Vegas,NV,89109,05/10/2022,07/10/2022,09/10/2022,240.0
992062212,42,Kazuko,Wolff,LuxorySuite,4,1,CityView,150.0,100,103,100_103,GoodFellasHotel,1003,204,Powell Street,San Francisco,CA,94102,18/10/2022,21/10/2022,24/10/2022,450.0
193322652,41,Usha,Terry,FamilySuite,6,3,PoolView,205.0,130,102,130_102,FamilyFunHotel,1302,588,W Convention Way,Anaheim,CA,92802,03/10/2022,06/10/2022,09/10/2022,615.0
772590767,37,Sandy,Skiles,PremiumKingRoom,2,1,MountainView,120.0,100,103,100_103,GoodFellasHotel,1003,204,Powell Street,San Francisco,CA,94102,08/10/2022,14/10/2022,20/10/2022,720.0
332139798,29,Kitty,Block,FamilySuite,6,3,PoolView,205.0,120,101,120_101,CasinoHotels,1201,711,W Resort World,Los Vegas,NV,89109,24/09/2022,28/09/2022,02/10/2022,820.0
32290429,29,Kitty,Block,DeluxeQueenRoom,2,2,PoolView,80.0,100,102,100_102,GoodFellasHotel,1002,881,43rd Street,New York,NY,10036,11/10/2022,12/10/2022,13/10/2022,80.0
715968102,11,Jeromy,Adams,LuxorySuite,4,1,CityView,150.0,130,101,130_101,FamilyFunHotel,1301,671,Hotel Plaza Blvd,Lake Buena,FL,32830,19/10/2022,24/10/2022,29/10/2022,750.0
730312142,20,Federico,Rempel,DeluxeQueenRoom,2,2,PoolView,80.0,100,101,100_101,GoodFellasHotel,1001,334,BestFriend Rd,Atlanta,GA,30337,11/10/2022,13/10/2022,15/10/2022,160.0
82520366,19,Mohammad,Shields,DeluxeKingRoom,2,1,CityView,95.0,110,103,110_103,HikingHotels,1103,814,E Mall Drive,Rapid City,SD,57701,29/09/2022,01/10/2022,03/10/2022,190.0
929303042,13,Emile,Kemmer,AccessibleQueenRoom,1,1,MountainView,85.0,100,102,100_102,GoodFellasHotel,1002,881,43rd Street,New York,NY,10036,17/10/2022,22/10/2022,27/10/2022,425.0
201415875,44,Micha,Marks,FamilySuite,6,3,PoolView,205.0,100,101,100_101,GoodFellasHotel,1001,334,BestFriend Rd,Atlanta,GA,30337,04/10/2022,06/10/2022,08/10/2022,410.0
755385348,7,Cary,Fadel,LuxorySuite,4,1,CityView,150.0,100,101,100_101,GoodFellasHotel,1001,334,BestFriend Rd,Atlanta,GA,30337,28/09/2022,01/10/2022,04/10/2022,450.0
689653379,20,Federico,Rempel,PremiumQueenRoom,2,2,PoolView,105.0,100,104,100_104,GoodFellasHotel,1004,9901,Universal Blvd,Orlando,FL,32819,11/10/2022,15/10/2022,19/10/2022,420.0
494596,42,Kazuko,Wolff,DeluxeKingRoom,2,1,CityView,95.0,130,101,130_101,FamilyFunHotel,1301,671,Hotel Plaza Blvd,Lake Buena,FL,32830,19/10/2022,20/10/2022,21/10/2022,95.0
447687777,46,Jeffrey,Waelchi,PremiumKingRoom,2,1,MountainView,120.0,130,101,130_101,FamilyFunHotel,1301,671,Hotel Plaza Blvd,Lake Buena,FL,32830,29/09/2022,03/10/2022,07/10/2022,480.0
470682413,47,Leslie,Rippin,LuxorySuite,4,1,CityView,150.0,110,102,110_102,HikingHotels,1102,156,149 State Highway,Grand Canyon,CA,86023,30/09/2022,01/10/2022,02/10/2022,150.0
336454375,23,Romaine,Ziemann,PremiumQueenRoom,2,2,PoolView,105.0,100,101,100_101,GoodFellasHotel,1001,334,BestFriend Rd,Atlanta,GA,30337,12/10/2022,16/10/2022,20/10/2022,420.0
687251859,28,Meggan,Block,DeluxeKingRoom,2,1,CityView,95.0,110,102,110_102,HikingHotels,1102,156,149 State Highway,Grand Canyon,CA,86023,28/09/2022,03/10/2022,08/10/2022,475.0
904864374,10,Lorine,Gislason,DeluxeQueenRoom,2,2,PoolView,80.0,110,103,110_103,HikingHotels,1103,814,E Mall Drive,Rapid City,SD,57701,30/09/2022,01/10/2022,02/10/2022,80.0
122187263,17,Hunter,Stehr,DeluxeKingRoom,2,1,CityView,95.0,100,105,100_105,GoodFellasHotel,1005,5300,W Century Blvd,Los Angeles,CA,90045,28/09/2022,04/10/2022,10/10/2022,570.0
